Year,Case Individual ID,Case Vehicle ID,Victim Status,Role Type,Seating Position,Ejection,License State Code,Sex,Transported By,Safety Equipment,Injury Descriptor,Injury Location,Injury Severity,Age
2018,20010700,15246713,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,TX,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,51
2018,20010701,15246714,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,27
2018,20010706,15246718,Conscious,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Ambulance (Unknown plate number),Lap Belt/Harness,Complaint of Pain,Knee-Lower Leg-Foot,Minor,50
2018,20010707,15246719,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,FL,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,25
2018,20010708,15246720,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,55
2018,20010709,15246721,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,QC,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,28
2018,20010726,15246730,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,38
2018,20010727,15246731,Conscious,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Unknown,Lap Belt/Harness,Complaint of Pain,Entire Body,Minor,20
2018,20010728,15246732,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,18
2018,20010729,15246733,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,61
2018,20010733,15246736,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,37
2018,20010735,15246738,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Air Bag Deployed/Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,22
2018,20010741,15246742,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,33
2018,20010742,15246743,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,51
2018,20010745,15246746,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,61
2018,20010746,15246747,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,PA,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,28
2018,20010756,15246756,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,21
2018,20010757,15246757,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,74
2018,20010769,15246763,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,PA,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,48
2018,20010784,15246773,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Unknown,Not Applicable,Not Applicable,Uninjured,41
2018,20010785,15246774,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,35
2018,20010781,15246771,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,19
2018,20010783,15246772,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,60
2018,20010792,15246777,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,42
2018,20010793,15246778,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,53
2018,20010794,15246779,Conscious,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Minor Bleeding,Elbow-Lower Arm-Hand,Moderate,21
2018,20010797,15246781,Conscious,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Abrasion,Face,Moderate,18
2018,20010798,15246782,Conscious,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Fire Vehicle,Lap Belt/Harness,Complaint of Pain,Elbow-Lower Arm-Hand,Minor,22
2018,20010801,15246784,Conscious,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Unknown Ambulance,Lap Belt/Harness,Complaint of Pain,Back,Minor,69
2018,20010802,15246785,Conscious,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Unknown Ambulance,Lap Belt/Harness,Complaint of Pain,Chest,Minor,80
2018,20010804,15246786,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,44
2018,20010805,15246787,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,25
2018,20010810,15246790,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,55
2018,20010811,15246791,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,37
2018,20010818,15246796,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,53
2018,20010819,15246797,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,20
2018,20010820,15246798,Conscious,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Unknown Ambulance,Lap Belt/Harness,Complaint of Pain,Chest,Minor,50
2018,20010827,15246804,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,43
2018,20010829,15246806,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,25
2018,20010834,15246809,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,43
2018,20010835,15246810,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,29
2018,20010843,15246817,Conscious,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Minor Bleeding,Face,Moderate,25
2018,20010849,15246822,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,68
2018,20010850,15246823,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,36
2018,20010851,15246824,Conscious,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Unknown Ambulance,Lap Belt/Harness,Complaint of Pain,Chest,Minor,56
2018,20010852,15246825,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,78
2018,20010853,15246826,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,32
2018,20010854,15246827,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,38
2018,20010855,15246828,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,UN,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,42
2018,20010856,15246829,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,53
2018,20010861,15246834,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,IL,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,25
2018,20010862,15246835,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,47
2018,20052417,15277172,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,75
2018,20052418,15277173,Conscious,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Complaint of Pain,Abdomen-Pelvis,Minor,19
2018,20010867,15246839,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,44
2018,20010868,15246840,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,32
2018,20010873,15246845,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,68
2018,20010874,15246846,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,45
2018,20010877,15246849,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Air Bag Deployed/Lap Belt,Not Applicable,Not Applicable,Uninjured,28
2018,20010878,15246850,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,54
2018,20010879,15246851,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,54
2018,20010887,15246857,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,43
2018,20010888,15246858,Conscious,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,FL,F,Unknown Ambulance,Lap Belt/Harness,Complaint of Pain,Chest,Minor,26
2018,20010889,15246859,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,26
2018,20010890,15246860,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,37
2018,20010894,15246863,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,71
2018,20010895,15246864,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,27
2018,20010892,15246861,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,33
2018,20010893,15246862,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,40
2018,20010899,15246868,Conscious,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Unknown,Lap Belt/Harness,Complaint of Pain,Head,Minor,20
2018,20010901,15246869,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,73
2018,20010902,15246870,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,32
2018,20010904,15246872,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,31
2018,20010905,15246873,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,56
2018,20010911,15246878,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,65
2018,20010912,15246879,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,54
2018,20010913,15246880,Conscious,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Contusion - Bruise,Elbow-Lower Arm-Hand,Moderate,77
2018,20010916,15246881,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,26
2018,20010930,15246892,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Air Bag Deployed/Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,17
2018,20010931,15246893,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,27
2018,20010932,15246894,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,42
2018,20010945,15246902,Conscious,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Unknown,Lap Belt/Harness,Complaint of Pain,Neck,Minor,23
2018,20010951,15246905,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,29
2018,20010952,15246906,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,69
2018,20010955,15246909,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,26
2018,20010956,15246910,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,23
2018,20010957,15246911,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,QC,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,43
2018,20010967,15246918,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Air Bag Deployed,Not Applicable,Not Applicable,Uninjured,27
2018,20010968,15246919,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,44
2018,20010969,15246920,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,57
2018,20010972,15246923,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,59
2018,20010987,15246937,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,79
2018,20010989,15246940,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,48
2018,20010990,15246941,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,67
2018,20010999,15246949,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,25
2018,20011000,15246950,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,54
2018,20011002,15246951,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,24
2018,20011003,15246952,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,41
2018,20011016,15246965,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,36
2018,20011017,15246966,Not Applicable,Passenger of a Motor Vehicle in Transport,Unknown Seating Passenger,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,53
2018,20011031,15246975,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,73
2018,20011032,15246976,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,25
2018,20011047,15246984,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,33
2018,20011048,15246985,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,VT,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,25
2018,20011051,15246988,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,48
2018,20011054,15246991,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,22
2018,20011055,15246992,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,42
2018,20011085,15247017,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,26
2018,20011086,15247018,Conscious,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Complaint of Pain,Chest,Minor,47
2018,20011093,15247024,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,54
2018,20011094,15247025,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NC,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,20
2018,20011095,15247026,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,CT,F,Not Entered,Air Bag Deployed/Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,18
2018,20011096,15247027,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,55
2018,20011100,15247031,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,38
2018,20011101,15247032,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,50
2018,20011102,15247033,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,32
2018,20011103,15247034,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,68
2018,20011142,15247064,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,IN,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,21
2018,20011162,15247080,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,46
2018,20011163,15247081,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,55
2018,20011173,15247090,Conscious,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Air Bag Deployed/Lap Belt/Harness,Complaint of Pain,Head,Minor,22
2018,20011175,15247092,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,20
2018,20011180,15247095,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,26
2018,20011181,15247096,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,65
2018,20011184,15247097,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,37
2018,20011185,15247098,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,25
2018,20011194,15247106,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,24
2018,20011214,15247124,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,26
2018,20011215,15247125,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,21
2018,20011216,15247126,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,46
2018,20011226,15247135,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,43
2018,20011227,15247136,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,56
2018,20011236,15247144,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,21
2018,20011237,15247145,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,53
2018,20011234,15247142,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Air Bag Deployed/Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,45
2018,20011235,15247143,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Air Bag Deployed/Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,31
2018,20011251,15247159,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,54
2018,20011252,15247160,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,24
2018,20011253,15247161,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,76
2018,20011254,15247162,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,62
2018,20011255,15247163,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,26
2018,20011260,15247166,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,23
2018,20011261,15247167,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,55
2018,20011267,15247172,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,17
2018,20011268,15247173,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,41
2018,20011269,15247174,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,40
2018,20011270,15247175,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,72
2018,20011282,15247187,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,47
2018,20011283,15247188,Conscious,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Minor Bleeding,Elbow-Lower Arm-Hand,Moderate,76
2018,20011284,15247189,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,F,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,46
2018,20011285,15247190,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,NY,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,52
2018,20011286,15247191,Not Applicable,Driver of a Motor Vehicle in Transport,Driver,Not Ejected,GA,M,Not Entered,Lap Belt/Harness,Not Applicable,Not Applicable,Uninjured,20
