Year,Case Vehicle ID,Vehicle Body Type,Registration Class,Action Prior to Accident,Type / Axles of Truck or Bus,Direction of Travel,Fuel Type,Vehicle Year,State of Registration,Number of Occupants,Engine Cylinders,Vehicle Make,Contributing Factor 1,Contributing Factor 1 Description,Contributing Factor 2,Contributing Factor 2 Description,Event Type,Partial VIN
2018,15236441,4 DOOR SEDAN,OMNIBUS - LIVERY,Making Right Turn,Not Entered,Northwest,Gas,2011,NY,2,8,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2FABP7BV3BX181613
2018,15236469,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2013,NY,2,6,FORD,HUMAN,Not Applicable,HUMAN,Reaction to Other Uninvolved Vehicle,Not Applicable,2FMDK4JC2DBB13542
2018,15236757,BUS (OMNIBUS),INTERNATIONAL REGISTRATION,Making Left Turn,Not Entered,West,Diesel,1996,NY,1,6,MCI,HUMAN,Driver Inattention/Distraction*,HUMAN,Turning Improperly,Not Entered,1M8PDMPA6TP048219
2018,15236778,TAXI,OMNIBUS - TAXI,Stopped in Traffic,Not Entered,West,Gas,2015,NY,5,4,TOYOT,HUMAN,Not Applicable,HUMAN,Failure to Keep Right,Not Entered,JTDZN3EU2FJ035308
2018,15236779,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2012,NY,1,4,FORD,HUMAN,Not Applicable,VEHICLE,Other*,Not Entered,3FADP0L33CR225753
2018,15237842,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2011,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2T3BF4DVXBW146991
2018,15237841,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2008,NY,1,4,HONDA,HUMAN,Failure to Keep Right,ENVMT,Pavement Slippery,Not Applicable,2HGFG12838H527151
2018,15237851,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,East,Gas,2006,NY,1,6,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2HKYF18796H542069
2018,15237850,PICKUP TRUCK,COMMERCIAL,Overtaking/Passing,Not Entered,East,Gas,2007,NY,1,8,TOYOT,HUMAN,Not Applicable,HUMAN,Passing or Lane Usage Improper,Not Applicable,5TBBV54127S455278
2018,15257415,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,North,Gas,2007,NY,2,6,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Entered,1HGCM66817A050395
2018,15257414,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,1999,NY,1,4,CHEVR,HUMAN,Traffic Control Device Disregarded,ENVMT,Glare,Not Entered,1Y1SK5287XZ445257
2018,15324860,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2004,NY,1,4,HYUND,HUMAN,Driver Inattention/Distraction*,HUMAN,Following Too Closely,Not Entered,KMHWF25S14A933397
2018,15373877,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2003,NY,1,4,HONDA,HUMAN,Not Entered,HUMAN,Not Entered,"Other Motor Vehicle, Collision With",1HGEM21943L073461
2018,15373878,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2015,NY,1,4,CHRYS,HUMAN,Not Entered,HUMAN,Not Entered,Not Entered,1C3CCCABXFN561960
2018,15237865,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2000,NY,2,6,BUICK,HUMAN,Not Applicable,HUMAN,Unsafe Speed,Not Applicable,1G4HP54KXY4106169
2018,15237869,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,East,Gas,2010,NY,1,4,KIA,HUMAN,Not Applicable,HUMAN,Not Applicable,"Other Motor Vehicle, Collision With",KNAFU4A26A5235588
2018,15237870,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Southwest,Gas,2003,NY,1,6,HONDA,HUMAN,Turning Improperly,HUMAN,Unsafe Speed,Not Applicable,1HGCM66543A065697
2018,15237876,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2016,NY,1,6,CHEVR,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,1GCVKREH3GZ125261
2018,15237878,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2015,NY,1,6,CHEVR,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,2G1165S31F9142663
2018,15237898,SUBURBAN,POLITICAL SUBDIVISION,Going Straight Ahead,Not Entered,North,Gas,2016,NY,2,6,FORD,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,1FM5K8AR1GGD31159
2018,15237908,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2016,NY,1,4,JEEP,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,1C4NJDBBXGD661918
2018,15237910,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2016,NY,1,8,CHEVR,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,1GNSKBKC7GR369263
2018,15237916,REFRIGERATOR TRUCK,COMMERCIAL,Going Straight Ahead,Not Entered,South,Electric,2014,NY,1,4,HINO,HUMAN,Not Applicable,VEHICLE,Brakes Defective,Not Applicable,JHHSPM2HXEK001342
2018,15237922,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,East,Gas,2016,NY,2,6,HONDA,HUMAN,Not Applicable,HUMAN,Passing or Lane Usage Improper,Not Entered,5FNRL5H3XGB154074
2018,15237927,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Southeast,Gas,2017,NY,1,6,TOYOT,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,3TMDZ5BNXHM032489
2018,15237932,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2012,NY,1,4,CHEVR,HUMAN,Not Applicable,ENVMT,Pavement Slippery,Not Applicable,1G1PL5SC0C7345138
2018,15237934,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2005,NY,1,8,DODGE,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,1D7HU18N25S322895
2018,15237935,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Starting in Traffic,Not Entered,East,Gas,2005,NY,2,4,NISSA,HUMAN,Not Applicable,HUMAN,Not Applicable,"Other Motor Vehicle, Collision With",1N4AL11D25C340412
2018,15237937,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2017,NY,1,4,NISSA,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,3N1AB7AP6HY330524
2018,15237945,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2009,NY,1,4,NISSA,HUMAN,Reaction to Other Uninvolved Vehicle,ENVMT,Animal's Action,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1N4AL21E19N470674
2018,15237961,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2005,NY,3,4,CHEVR,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1G1ND52FX5M229545
2018,15237967,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2008,NY,1,4,HYUND,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,KMHDU46D88U419964
2018,15237965,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,North,Gas,2012,NY,2,4,TOYOT,HUMAN,Not Applicable,ENVMT,Pavement Slippery,Not Applicable,JTDKTUD33CD502493
2018,15237984,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2014,NY,1,4,JEEP,HUMAN,Not Applicable,ENVMT,Pavement Slippery,"Snow Embankment, Collision With Fixed Object",1C4PJMCB7EW138025
2018,15237992,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Entering Parked Position,Not Entered,Northwest,Gas,2005,NY,1,4,CHEVR,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,1G1AK52F857505059
2018,15237993,PICKUP TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,Northwest,Gas,2004,NY,1,8,NISSA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1N6AA06B24N519700
2018,15237995,VAN TRUCK,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2016,NY,1,4,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,NM0LS7E73G1250615
2018,15237994,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,East,Gas,2016,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,4T1BD1FK1GU191020
2018,15238008,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Changing Lanes,Not Entered,East,Gas,2012,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Unsafe Lane Changing,Not Applicable,4T1BF1FK2CU540853
2018,15238009,BUS (OMNIBUS),POLITICAL SUBDIVISION,Slowing or Stopping,Not Entered,East,Compressed Natural Gas,2012,NY,1,6,ORION,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1VHGH3W23C6708394
2018,15238014,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2011,NY,2,4,CHEVR,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,1G1PG5S97B7293188
2018,15238017,SUBURBAN,PASSENGER OR SUBURBAN,Backing,Not Entered,East,Gas,2016,NY,6,6,HONDA,HUMAN,Not Applicable,HUMAN,Backing Unsafely,Not Applicable,5FNYF6H16GB007015
2018,15238018,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2011,NY,1,5,VOLKS,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,3VWDZ7AJ1BM338883
2018,15238026,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Unknown,Not Entered,West,Gas,2009,NY,2,4,TOYOT,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,JTDKT903795229063
2018,15238027,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2014,NY,3,4,CHRYS,HUMAN,Not Applicable,HUMAN,Passing Too Closely,Not Applicable,1C3CCBAB7EN143350
2018,15238028,SUBURBAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,North,Gas,1997,NY,1,6,NISSA,HUMAN,Not Applicable,HUMAN,Turning Improperly,Not Applicable,4N2DN111XVD848027
2018,15238029,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2015,NY,1,6,DODGE,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2C4RDGBG0FR608128
2018,15238036,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2016,NY,1,6,GMC,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1GKKVTKD2GJ100833
2018,15238035,SUBURBAN,PASSENGER OR SUBURBAN,Parked,Not Entered,North,Gas,2016,NY,1,6,ACURA,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,5FRYD4H23GB057789
2018,15238042,SUBURBAN,OMNIBUS - TAXI,Starting in Traffic,Not Entered,South,Gas,2013,NY,1,4,TOYOT,HUMAN,Not Applicable,VEHICLE,Other*,Not Entered,4T3BA3BB8DU042374
2018,15238043,SUBURBAN,ORGANIZATIONAL,Starting in Traffic,Not Entered,East,Gas,1994,NY,1,6,JEEP,HUMAN,Not Applicable,VEHICLE,Other*,Not Entered,1J4FJ67S7RL109630
2018,15238055,4 DOOR SEDAN,SPECIAL PASSENGER,Unknown,Not Entered,Southwest,Gas,2010,NY,1,6,BUICK,HUMAN,Not Applicable,HUMAN,Driver Inattention/Distraction*,Other Pedestrian,1G4GC5EG0AF301936
2018,15238056,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,Southwest,Gas,2013,NY,0,4,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5NPEB4AC1DH540093
2018,15238059,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,Southeast,Gas,2016,NY,1,4,JEEP,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1C4NJRFB9GD804316
2018,15238058,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,Southeast,Gas,2013,NY,2,4,HONDA,HUMAN,Following Too Closely,ENVMT,Pavement Slippery,Not Applicable,1HGCR2F51DA089872
2018,15238074,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,East,Gas,2008,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1HGCP26368A128644
2018,15238073,SUBURBAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Southeast,Gas,2007,NY,1,4,HONDA,HUMAN,Failure to Yield Right-of-Way,HUMAN,Turning Improperly,Not Applicable,JHLRE38707C036701
2018,15238091,TANK TRUCK,COMMERCIAL,Going Straight Ahead,Not Entered,South,Diesel,2003,NY,1,6,MACK,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1M2AG11C03M006839
2018,15238090,4 DOOR SEDAN,SPECIAL PASSENGER,Going Straight Ahead,Not Entered,South,Gas,2016,NY,2,4,ME/BE,HUMAN,Not Applicable,HUMAN,Passing or Lane Usage Improper,Not Applicable,55SWF4KB6GU104212
2018,15238100,PICKUP TRUCK,COMMERCIAL,Backing,Not Entered,East,Diesel,2006,NY,1,8,FORD,HUMAN,Backing Unsafely,ENVMT,Pavement Slippery,Not Applicable,1FTWW31P26EA32238
2018,15238101,TOW TRUCK,TOW TRUCK,Going Straight Ahead,Not Entered,South,Diesel,2008,NY,1,6,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,3FRNX65C08V075312
2018,15238094,PICKUP TRUCK,COMMERCIAL,Backing,Not Entered,East,Gas,2009,NY,1,8,CHEVR,HUMAN,Backing Unsafely,ENVMT,Pavement Slippery,Not Applicable,1GCHK44K99F152885
2018,15238095,BUS (OMNIBUS),POLITICAL SUBDIVISION,Going Straight Ahead,Not Entered,South,Diesel,2012,NY,1,6,FREIG,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,4UZABRDT6CCAZ9481
2018,15238097,BUS (OMNIBUS),POLITICAL SUBDIVISION,Slowing or Stopping,Not Entered,South,Diesel,2016,NY,6,6,BL/BI,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1BABHCPA8GF315731
2018,15238096,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,South,Gas,2014,NY,2,4,FORD,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1FMCU9GX1EUB20619
2018,15238107,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,South,Gas,2015,NY,1,6,DODGE,HUMAN,Following Too Closely,ENVMT,Pavement Slippery,Not Applicable,2C4RDGCG6FR658708
2018,15238108,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,South,Gas,2008,NY,1,6,LEXUS,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JTHCK262882021348
2018,15238112,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2014,NY,1,4,CHEVR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1G11H5SL8EU132725
2018,15238111,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,South,Gas,2007,NY,1,6,HYUND,HUMAN,Failure to Yield Right-of-Way,HUMAN,Traffic Control Device Disregarded,"Light Support/Utility Pole, Collision With Fixed Object",5NPEU46F77H253522
2018,15238113,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Northwest,Gas,2013,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,19XFB2F51DE223356
2018,15238114,SUBURBAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Northwest,Gas,2016,NY,1,6,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5FNYF6H58GB117955
2018,15238126,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2008,NY,1,4,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,KMHDU46DX8U437043
2018,15238127,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,South,Gas,2011,NY,2,6,CHRYS,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2A4RR8DG7BR782979
2018,15238125,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,North,Gas,2009,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,"Other Motor Vehicle, Collision With",JTDBT903091331120
2018,15238139,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2009,NY,1,4,FORD,HUMAN,Not Applicable,HUMAN,Unsafe Speed,"Light Support/Utility Pole, Collision With Fixed Object",1FMCU93789KA22727
2018,15238142,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Southeast,Gas,2017,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,19XFC2F74HE225333
2018,15238143,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2015,NY,1,6,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5TDDKRFH2FS181489
2018,15238145,PICKUP TRUCK,COMMERCIAL,Backing,Not Entered,North,Gas,2008,NY,1,8,GMC,HUMAN,Backing Unsafely,HUMAN,Driver Inattention/Distraction*,Not Applicable,1GTHK23K78F208231
2018,15238146,SUBURBAN,PASSENGER OR SUBURBAN,Backing,Not Entered,Southeast,Gas,2007,NY,1,4,KIA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,KNDJF724477333069
2018,15238162,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2015,NY,1,6,JEEP,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,1C4RJFBG9FC733981
2018,15238163,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,North,Gas,2018,NY,2,4,SUBAR,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,JF2SJAJC4JH446192
2018,15238195,SUBURBAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,Southeast,Gas,2012,NY,1,4,JEEP,HUMAN,Driver Inexperience*,ENVMT,Pavement Slippery,Not Applicable,1C4NJDCB3CD525218
2018,15238196,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,Northeast,Gas,2011,NY,1,6,AUDI,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,WAUBGAFL4BA133530
2018,15238208,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2006,NY,2,6,FORD,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1FMEU73E66UA66057
2018,15238207,SUBURBAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,East,Gas,2016,NY,1,6,CADIL,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,3GYFNEE31GS548274
2018,15238212,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Parked,Not Entered,East,Gas,2016,NY,0,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1HGCR2F81GA114283
2018,15238211,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Backing,Not Entered,East,Gas,1995,NY,1,6,TOYOT,HUMAN,Not Applicable,HUMAN,Backing Unsafely,Not Applicable,4T1GB10E6SU015278
2018,15238219,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,Southeast,Gas,2017,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1HGCR2F19HA298523
2018,15238220,SUBURBAN,PASSENGER OR SUBURBAN,Starting in Traffic,Not Entered,West,Gas,2015,NY,1,8,CADIL,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,1GYS4UKJ3FR563987
2018,15238221,CONVERTIBLE,PASSENGER OR SUBURBAN,Starting in Traffic,Not Entered,West,Gas,2015,NY,1,4,VOLKS,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,WVWBW8AH0FV005351
2018,15238246,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2008,NY,1,4,PONTI,HUMAN,Not Applicable,ENVMT,Pavement Slippery,Not Applicable,1G2ZF57B284289868
2018,15238247,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2017,NY,1,6,JEEP,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1C4AJWAG6HL619227
2018,15238248,SUBURBAN,PASSENGER OR SUBURBAN,Merging,Not Entered,East,Gas,2010,NY,2,4,TOYOT,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,2T3RF4DVXAW035676
2018,15238255,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,North,Gas,2008,NY,1,4,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,KMHDU46DX8U491300
2018,15238254,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2005,NY,1,6,ACURA,HUMAN,Not Applicable,HUMAN,Passing or Lane Usage Improper,Not Applicable,2HNYD18265H541408
2018,15238278,SUBURBAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,East,Gas,2014,NY,4,4,JEEP,HUMAN,Unsafe Speed,ENVMT,Pavement Slippery,Not Applicable,1C4NJRBB2ED533683
2018,15238279,BUS (OMNIBUS),POLITICAL SUBDIVISION,Going Straight Ahead,Not Entered,South,Propane,2016,NY,2,10,BL/BI,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1BAKFCBA0GF319849
2018,15238280,SUBURBAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,South,Gas,2015,NY,1,4,TOYOT,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,2T3RFREV3FW406860
2018,15238281,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Starting in Traffic,Not Entered,South,Gas,2008,NY,1,4,HYUND,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,KMHDU46D08U582401
2018,15238288,SUBURBAN,PASSENGER OR SUBURBAN,Backing,Not Entered,West,Gas,2012,NY,1,6,TOYOT,HUMAN,Not Applicable,HUMAN,Backing Unsafely,Not Applicable,5TDKK3DC6CS191403
2018,15238287,VAN TRUCK,COMMERCIAL,Parked,Not Entered,South,Gas,2007,NY,1,8,WORKH,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5B4HPD2V573424612
2018,15238289,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Making Right Turn,Not Entered,Northwest,Gas,2006,NY,1,4,TOYOT,HUMAN,Alcohol Involvement,HUMAN,Turning Improperly,Not Applicable,JTKDE167160102339
2018,15238291,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Gas,2007,NY,2,4,HYUND,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,KMHCN46C17U089261
2018,15238290,SUBURBAN,PASSENGER OR SUBURBAN,Making Left Turn,Not Entered,South,Gas,2007,NY,2,4,TOYOT,HUMAN,Not Applicable,HUMAN,Failure to Yield Right-of-Way,Not Applicable,JTMBD33V975069630
2018,15238292,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2007,NY,1,6,MERCU,HUMAN,Driver Inattention/Distraction*,ENVMT,Pavement Slippery,"Snow Embankment, Collision With Fixed Object",4M2YU91117KJ09885
2018,15238293,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Stopped in Traffic,Not Entered,North,Gas,2012,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,1HGCS1B36CA020225
2018,15238294,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Slowing or Stopping,Not Entered,North,Gas,2009,NY,1,6,VOLVO,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,YV1AS982191091936
2018,15238303,2 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2004,NY,1,4,HONDA,HUMAN,Unsafe Speed,HUMAN,Unsafe Lane Changing,Not Applicable,1HGCM72664A024333
2018,15238327,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2011,NY,1,6,BMW,HUMAN,Not Applicable,HUMAN,Not Applicable,Not Applicable,5UXZV4C55BL740635
2018,15238328,4 DOOR SEDAN,OMNIBUS - LIVERY,Going Straight Ahead,Not Entered,North,Gas,2014,NY,1,4,HONDA,HUMAN,Not Applicable,HUMAN,Following Too Closely,Not Applicable,1HGCR2F34EA165200
2018,15238341,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2004,NY,2,4,DODGE,HUMAN,Unsafe Speed,HUMAN,Failure to Keep Right,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1B3EL46J64N345581
2018,15238340,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,West,Gas,2003,NY,1,6,BUICK,HUMAN,Not Applicable,HUMAN,Unsafe Speed,"Tree, Collision With Fixed Object",2G4WS52J931289858
2018,15238350,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2010,NY,2,5,VOLKS,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,3VWAZ7AJXAM096323
2018,15238376,4 DOOR SEDAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,South,Diesel,2014,NY,1,4,CHEVR,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,1G1P75SZ1E7108492
2018,15238382,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,North,Gas,2015,NY,1,4,SUBAR,HUMAN,Not Applicable,ENVMT,Animal's Action,Not Applicable,JF2SJAKC5FH823814
2018,15238425,SUBURBAN,PASSENGER OR SUBURBAN,Going Straight Ahead,Not Entered,East,Gas,2015,NY,1,6,ME/BE,HUMAN,Not Applicable,HUMAN,Not Applicable,"Building/Wall, Collision With Fixed Object",4JGDA5HB6FA587398
